Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (km),Workout Time (seconds),Avg Pace (min/km),Max Pace (min/km),Avg Speed (km/h),Max Speed (km/h),Avg Heart Rate,Steps,Notes,Source,Link
"April 3, 2026","April 3, 2026",Walk,78,1.046260283904,663,10.561446154457965,7.082513123359579,5.681048693759999,8.471586816,,1312,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8773275452
"April 3, 2026","April 3, 2026",Run,680,9.02000297088,5296,9.785664220949654,3.995416766086057,6.13142361216,15.01720729344,,11001,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8773153487
"March 31, 2026","March 31, 2026",Walk,298,4.05944149248,2722,11.175609440865346,1.3006106836077307,5.3688520512,46.1321676288,,5227,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8771493777
"March 31, 2026","March 31, 2026",Walk,1373,18.351671500800002,11443,10.392308915930961,3.928109838542909,5.773489413119999,15.274525305599997,,23212,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8771429564
"March 30, 2026","March 30, 2026",Walk,290,3.9169018944000005,2571,10.939799073411276,5.522591813807365,5.4845638848,10.86447212928,,4939,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8770812807
"March 30, 2026","March 30, 2026",Walk,521,6.90334546176,4038,9.748879046369202,5.37659443847928,6.154533792,11.159480977919998,,8482,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8770776250
"March 30, 2026","March 30, 2026",Walk,565,7.580348202240001,4859,10.683297045255706,4.9875352938837185,5.61624041088,12.02999124096,,9422,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8770704912
"March 29, 2026","March 29, 2026",Walk,164,2.24804435328,1544,11.44696224051539,6.148741350513005,5.241569034239999,9.758096409599998,,2908,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8770321631
"March 29, 2026","March 29, 2026",Walk,219,2.95631664768,1915,10.796138053766006,4.728038256581564,5.5575476352,12.69025680384,,3759,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8770215613
"March 28, 2026","March 28, 2026",Walk,73,0.9735678247680001,572,9.792188618468145,6.793948341684562,6.12735197184,8.83137176064,,1227,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8769538628
"March 28, 2026","March 28, 2026",Run,556,6.053418708480001,3059,8.422251550942494,3.9726497256024818,7.1240026176,15.10327501056,,7218,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8769536289
"March 27, 2026","March 27, 2026",Walk,33,0.450822316032,296,10.942968066491689,6.35619233675336,5.48297063424,9.439655512319998,,591,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8769190130
"March 27, 2026","March 27, 2026",Run,660,7.61277648384,3980,8.71342609162491,4.343260359500516,6.885932359679999,13.81451233536,,8901,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8769183371
"March 27, 2026","March 27, 2026",Walk,309,4.2057791424,2809,11.13155422333572,3.964851517139903,5.390095392,15.132967407359999,,5410,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8769094757
"March 26, 2026","March 26, 2026",Run,1233,16.3539927936,9571,9.75397429014555,3.3228445876083668,6.151331197439999,18.05683968,,20035,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8768644844
"March 25, 2026","March 25, 2026",Run,465,6.18427446912,3721,10.028123260160662,3.1361287580529704,5.983170842879999,19.131881472,,7668,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8768071140
"March 23, 2026","March 23, 2026",Walk,1245,16.516053734400003,9680,9.768265827567008,4.247246082876004,6.142334964479999,14.126789445119998,,19831,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8766863966
"March 22, 2026","March 22, 2026",Walk,1285,17.0231580288,9893,9.685872007476338,5.171399029666746,6.194590364159999,11.60227588608,,20433,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8766102151
"March 21, 2026","March 21, 2026",Walk,41,0.563968855296,392,11.584533822476736,7.694750159071025,5.179319608319999,7.7975130816,,759,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8765509347
"March 21, 2026","March 21, 2026",Run,681,8.59845140352,4712,9.133410880458124,4.763238934621809,6.5692778342399984,12.596480328959998,,10147,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8765504103
"March 20, 2026","March 20, 2026",Run,965,12.74563433088,7221,9.44241877435775,5.39418545693152,6.35428556928,11.12309371008,,15440,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8765119901
"March 20, 2026","March 20, 2026",Walk,44,0.6054673996800001,430,11.836561978048197,7.349454187544739,5.0690312639999995,8.16386414976,,866,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8764995673
"March 19, 2026","March 19, 2026",Run,1063,12.938916545280001,6961,8.966510578223176,5.334490326493279,6.691587978239999,11.247560375039999,,15620,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8764589385
"March 19, 2026","March 19, 2026",Walk,433,5.798337684480001,3657,10.51161218484053,3.242805764336276,5.7079569254399996,18.5024670336,,7252,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8764455774
"March 18, 2026","March 18, 2026",Walk,135,1.81632173184,1169,10.72679302871232,3.484202258808558,5.59346819328,17.2206245376,,2300,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8764000333
"March 17, 2026","March 17, 2026",Walk,164,2.1811439232,1318,10.071184283782708,3.115232044858029,5.957614460159999,19.2601461888,,2691,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8763384711
"March 16, 2026","March 16, 2026",Walk,89,1.1948992957440001,768,10.712190805694743,4.272504821840452,5.60109648384,14.0432966784,,1555,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8762799058
"March 15, 2026","March 15, 2026",Walk,176,2.3662828569600003,1536,10.818693828044223,7.5453725244571705,5.5459603583999995,7.951865264639999,,3029,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8762529123
"March 15, 2026","March 15, 2026",Walk,221,2.9573627212800004,1856,10.459789827407938,7.20051151276545,5.7362652864,8.33273261568,,3716,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8762432416
"March 14, 2026","March 14, 2026",Run,899,11.87372393856,6720,9.432601109520402,5.291056480155889,6.36091606656,11.33988844032,,14592,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8761783896
"March 13, 2026","March 13, 2026",Run,544,7.2085092710400005,4176,9.655238407699038,5.08034950886821,6.21422436096,11.81020313088,,9098,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8761444300
"March 13, 2026","March 13, 2026",Walk,137,1.8358913548800002,1153,10.467184144595562,5.993460689572895,5.73219364608,10.010908258559999,,2328,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8761314752
"March 12, 2026","March 12, 2026",Walk,602,8.183594707200001,5449,11.097378807762666,4.073498270102601,5.4066716351999995,14.729343932159999,,10470,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8760941496
"March 10, 2026","March 10, 2026",Run,664,8.83225689984,5294,9.989908931838066,2.111661645987433,6.006071808,28.413612057599998,,11114,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8759874194
"March 9, 2026","March 9, 2026",Walk,103,1.378163343744,867,10.484955360693549,6.5209178398154775,5.722473208319999,9.20116682496,,1738,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8759096809
"March 8, 2026","March 8, 2026",Walk,90,1.1999606826240001,738,10.250325598504732,7.806099876719955,5.85347380992,7.68627522432,,1482,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8758435641
"March 8, 2026","March 8, 2026",Walk,35,0.46925896089600005,303,10.761651952596834,7.829711982024974,5.57536307328,7.6631328576,,618,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8758418065
"March 8, 2026","March 8, 2026",Run,637,8.063972167680001,4425,9.145589755825977,4.73609122723296,6.56052300288,12.66865940736,,9962,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8758414455
"March 7, 2026","March 7, 2026",Walk,304,4.074006055680001,2565,10.493343871788753,5.20492200548795,5.717902671359999,11.527554044159999,,5080,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8758059888
"March 7, 2026","March 7, 2026",Run,382,5.11557349248,3238,10.549515827567006,3.032813369919669,5.687486069759999,19.783665791999997,,7088,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8757867408
"March 6, 2026","March 6, 2026",Walk,75,0.9987588864000001,624,10.412938439513242,7.704692098146822,5.762063070719999,7.78747077504,,1262,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8757479597
"March 6, 2026","March 6, 2026",Walk,575,7.69800734208,4857,10.515713234709297,5.808018670961584,5.705752124159999,10.330556163839999,,9499,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8757438285
"March 3, 2026","March 3, 2026",Walk,616,8.244395723520002,5206,10.524288157162173,4.398910363477293,5.7010850265599995,13.6397536704,,10367,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8755996366
"March 2, 2026","March 2, 2026",Walk,559,7.607192060160001,5104,11.182382386860734,6.592624075399666,5.36556898944,9.1010817216,,9697,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8755332263
"March 1, 2026","March 1, 2026",Walk,172,2.2915449216,1421,10.335142766245127,6.569633341286885,5.80543489152,9.13293063936,,2922,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8754905845
"March 1, 2026","March 1, 2026",Walk,218,2.9707363699200005,2007,11.259867374532728,6.341030879662769,5.328666731519999,9.46220242176,,4111,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8754806270
"Feb. 28, 2026","Feb. 28, 2026",Run,303,4.028992704,2414,9.985994293326971,2.259119243617275,6.0084375436799995,26.559004031999997,,5263,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8754186396
"Feb. 27, 2026","Feb. 27, 2026",Run,109,1.134038733696,547,8.039114073808955,4.899542919350989,7.4635098278399985,12.246029579519998,,1340,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8753899054
"Feb. 27, 2026","Feb. 27, 2026",Walk,81,1.0879197626880002,680,10.417412312097351,4.632837976218881,5.75956858752,12.951034905599998,,1444,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8753775797
"Feb. 26, 2026","Feb. 26, 2026",Walk,136,1.8652457894400003,1278,11.419435496699275,5.8184701344150165,5.25420238464,10.31200042752,,2469,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8753219007
"Feb. 26, 2026","Feb. 26, 2026",Walk,85,1.1810170944,996,14.055664916885389,8.424923447069116,4.26873667968,7.121733442559999,,1626,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8753147943
"Feb. 23, 2026","Feb. 23, 2026",Run,518,6.83908435584,3891,9.482248667780164,5.361526187067525,6.327602645759999,11.190847092479999,,8936,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8751853415
"Feb. 23, 2026","Feb. 23, 2026",Walk,292,3.91966996608,2496,10.613144237652111,5.204344130279169,5.6533840704,11.52882542592,,5081,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8751764884
"Feb. 22, 2026","Feb. 22, 2026",Walk,41,0.558637098624,368,10.9791318698799,7.711527181261434,5.4649298879999995,7.780582782719999,,721,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8751331789
"Feb. 22, 2026","Feb. 22, 2026",Run,476,6.3789729062400005,4042,10.560762646146504,5.6276967509743105,5.681418842879999,10.661566037759998,,10323,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8751325038
"Feb. 21, 2026","Feb. 21, 2026",Walk,45,0.628109260416,444,11.781384216177523,8.205144456374772,5.092785181439999,7.3124568,,843,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8750776515
"Feb. 20, 2026","Feb. 20, 2026",Walk,78,1.0938067430400003,793,12.083184204247196,5.3239332299371664,4.965582631679999,11.26986588288,,1489,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8750318561
"Feb. 19, 2026","Feb. 19, 2026",Walk,286,3.8500497446400006,2479,10.7314533126541,6.051540254911318,5.5910219904,9.91483042176,,4910,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8749927616
"Feb. 18, 2026","Feb. 18, 2026",Run,1117,14.83008886656,8785,9.872966873459,5.362824852859301,6.077220906239999,11.188143394559999,,22536,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8749318394
"Feb. 17, 2026","Feb. 17, 2026",Walk,797,10.853319375360002,7287,11.190087389644477,4.0411621132585696,5.36186749824,14.84721228672,,14156,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8748757422
"Feb. 16, 2026","Feb. 16, 2026",Walk,286,3.82552334208,2370,10.325387238527002,3.4017773701582756,5.810922754559999,17.637766502399998,,4780,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8748347534
"Feb. 15, 2026","Feb. 15, 2026",Walk,188,2.64408781824,1946,12.266364431718761,7.758689254752246,4.8914401536,7.73325197568,,3629,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8747884170
"Feb. 15, 2026","Feb. 15, 2026",Walk,239,3.1897037145600002,1967,10.277852342320847,7.138622942018611,5.83779879936,8.40499216128,,3976,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8747799753
"Feb. 14, 2026","Feb. 14, 2026",Walk,153,2.0402780428800003,1257,10.268221088841166,3.151265360295872,5.8432866624,19.0399879296,,2542,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8747257657
"Feb. 14, 2026","Feb. 14, 2026",Run,316,4.01632716672,2207,9.15845213950529,3.384758013202895,6.5513175552,17.7266022912,,5691,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8747207053
"Feb. 14, 2026","Feb. 14, 2026",Walk,25,0.32976746035200005,210,10.613517060367453,6.565221605821999,5.65315876224,9.13911052032,,418,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8747193444
"Feb. 14, 2026","Feb. 14, 2026",Run,216,2.34526482432,1182,8.399944325141176,3.6913114908931837,7.142928503039999,16.2543744,,3068,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8747192610
"Feb. 12, 2026","Feb. 12, 2026",Run,350,4.66811148672,2838,10.132575757575756,5.04066253082001,5.9215007808,11.9031910272,,7268,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8746368721
"Feb. 12, 2026","Feb. 12, 2026",Walk,570,7.76448934272,5203,11.168401535035393,6.287779368488029,5.3723121408,9.54226728576,,10117,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8746299778
"Feb. 10, 2026","Feb. 10, 2026",Walk,294,3.93740493696,2506,10.6076140340412,7.130358705161854,5.65629698304,8.414728692479999,,4990,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8745354837
"Feb. 10, 2026","Feb. 10, 2026",Walk,98,1.3356171164160002,902,11.255704187544739,6.089108357193987,5.330614037759999,9.853659256319999,,1748,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8745289959
"Feb. 9, 2026","Feb. 9, 2026",Walk,291,3.89601260928,2455,10.502167342718522,6.759897200349956,5.7130907328,8.875837935359998,,4912,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8744828790
"Feb. 8, 2026","Feb. 8, 2026",Walk,43,0.574112550528,352,10.21869780481985,5.961727262785333,5.871595023359999,10.064193638399999,,713,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8744377761
"Feb. 8, 2026","Feb. 8, 2026",Walk,347,4.6300022208,2841,10.226775630318938,6.497927105702696,5.8669440192,9.23375604096,,7271,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8744369976
"Feb. 7, 2026","Feb. 7, 2026",Walk,151,2.02572957312,1270,10.44885369442456,5.24084347411119,5.74223595264,11.44853525376,,2547,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8743866532
"Feb. 7, 2026","Feb. 7, 2026",Run,400,5.3033517504,3107,9.76428905193669,4.636634554203452,6.144861634559999,12.940413235200001,,7976,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8743789465
"Feb. 6, 2026","Feb. 6, 2026",Run,658,8.71332637824,5062,9.682454465919033,4.868461932315278,6.19676297856,12.324227604479999,,13003,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8743418974
"Feb. 5, 2026","Feb. 5, 2026",Walk,288,3.8489071104000003,2400,10.392557464407858,8.055891095999364,5.773360665599999,7.4479635648,,4825,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8742987603
"Feb. 4, 2026","Feb. 4, 2026",Walk,137,1.82723308416,1086,9.905713135289908,7.746572516503619,6.05710410624,7.745370336,,2234,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8742522957
"Feb. 4, 2026","Feb. 4, 2026",Run,658,8.73947821824,5216,9.947220730931361,4.989747375328084,6.031837405439999,12.024664312319999,,13374,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8742506378
"Feb. 3, 2026","Feb. 3, 2026",Walk,794,10.72978612992,7016,10.898042929292927,5.867546031177921,5.505598010879999,10.22573958912,,13796,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8741966924
"Feb. 2, 2026","Feb. 2, 2026",Walk,133,1.7758950105600002,1079,10.126362045653385,5.639987473156764,5.925137898239999,10.63831101696,,2196,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8741502176
"Feb. 2, 2026","Feb. 2, 2026",Run,688,9.084247983360001,5159,9.465098822874413,4.399867275113338,6.33907726848,13.636776384,,13273,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8741473090
"Feb. 1, 2026","Feb. 1, 2026",Walk,145,1.9453750272000003,1241,10.632096059015351,2.8170546508390997,5.64329348352,21.298863168,,2468,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8741112946
"Feb. 1, 2026","Feb. 1, 2026",Walk,90,1.211671878912,794,10.9215307603595,8.631156545772686,5.49372105216,6.95154531456,,1560,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8741019073
